***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 22.0.2 - Marco de 2026 (CPLEX)                         *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - ABRIL/26 - MAIO/26 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPERADO  - Data do Caso: 12/04/2026                                                       
____________________________________________________________________

-----------------------------
Titulacao das usinas Termicas                                                   
-----------------------------
----------------------------------------------------------------------------------------------------
IPER:            Indice do periodo.                                                                                                                                                                     
USIT:            Numero de cadastro da usina termoeletrica                                                                                                                                              
Nome Usit:       Nome da usina termoeletrica                                                                                                                                                            
NomeSist:        Nome do subsistema                                                                                                                                                                     
Gter:            Geracao Termoeletrica                                                                                                                                                                  
Ordem Merito:    Titulacao da usina termica por Ordem Merito                                                                                                                                            
Inflexibilidade: Titulacao da usina termica devido a inflexibilidade                                                                                                                                    
GERACAO UC:      Geracao da usina termica devido a restricoes de UC                                                                                                                                     
TOFF:            Montante de geracao das unidades que estao cumprindo tempo minimo desligada (TOFF).                                                                                                    
ORD.MER.TOTAL:   Indica que a usina esta na ordem de merito gerando o maximo .                                                                                                                          
----------------------------------------------------------------------------------------------------

-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
IPER ;USIT ;  Nome Usit   ;NomeSist;  Gter   ;Ordem Merito; Inflexibilidade ; GERACAO UC ;    TOFF    ;ORD.MER.TOTAL;
  -  ;  -  ;      -       ;   -    ;  (MW)   ;     MW     ;       MW        ;     MW     ;     -      ;      -      ;
-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
  17 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 236 ; MARLIM AZUL  ; SE     ;   505.00;       0.00 ;          505.00 ;       0.00 ;       0.00 ;             ;
  17 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 239 ; PARNAIBA V   ; N      ;   290.00;       0.00 ;            0.00 ;     290.00 ;       0.00 ;             ;
  17 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  17 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  17 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  17 ; 326 ; JAGUATIRICA  ; N      ;    80.10;       0.00 ;            0.00 ;      80.10 ;       0.00 ;             ;
  17 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 329 ; PAU RAINHA   ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  17 ; 330 ; SANTA LUZ    ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  17 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  17 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  17 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 001 ; ANGRA 1      ; SE     ;   640.00;       0.00 ;          640.00 ;       0.00 ;       0.00 ;             ;
  18 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 013 ; ANGRA 2      ; SE     ;  1350.00;       0.00 ;         1350.00 ;       0.00 ;       0.00 ;             ;
  18 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 021 ; MARANHAO V   ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
  18 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  18 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  18 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  18 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 036 ; MARANHAO IV  ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
  18 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  18 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
  18 ; 047 ; TERMORIO     ; SE     ;    10.00;       0.00 ;           10.00 ;       0.00 ;       0.00 ;             ;
  18 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 090 ; TERMOMACAE   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 097 ; CUBATAO      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 107 ; PAMPA SUL    ; S      ;   250.00;       0.00 ;            0.00 ;     250.00 ;       0.00 ;             ;
  18 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 140 ; MAUA 3       ; N      ;   264.00;       0.00 ;          264.00 ;       0.00 ;       0.00 ;             ;
  18 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 146 ; STA VITORIA  ; SE     ;    18.00;       0.00 ;            0.00 ;      18.00 ;       0.00 ;             ;
  18 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 149 ; SAO SEPE     ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  18 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  18 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 201 ; APARECIDA    ; N      ;    95.00;       0.00 ;           95.00 ;       0.00 ;       0.00 ;             ;
  18 ; 203 ; PORAQUE      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  18 ; 204 ; JARAQUI      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  18 ; 205 ; PIRARUCU     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  18 ; 207 ; TUCUNARE     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  18 ; 209 ; TAMBAQUI     ; N      ;    56.00;       0.00 ;           56.00 ;       0.00 ;       0.00 ;             ;
  18 ; 211 ; BAIXADA FLU  ; SE     ;   320.00;       0.00 ;            0.00 ;     320.00 ;       0.00 ;             ;
  18 ; 212 ; MARANHAO III ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 229 ; ONCA PINTADA ; SE     ;    30.00;       0.00 ;           30.00 ;       0.00 ;       0.00 ;             ;
  18 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 236 ; MARLIM AZUL  ; SE     ;   505.00;       0.00 ;          505.00 ;       0.00 ;       0.00 ;             ;
  18 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 239 ; PARNAIBA V   ; N      ;   290.00;       0.00 ;            0.00 ;     290.00 ;       0.00 ;             ;
  18 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  18 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  18 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  18 ; 326 ; JAGUATIRICA  ; N      ;    80.10;       0.00 ;            0.00 ;      80.10 ;       0.00 ;             ;
  18 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 329 ; PAU RAINHA   ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  18 ; 330 ; SANTA LUZ    ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  18 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  18 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  18 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 001 ; ANGRA 1      ; SE     ;   640.00;       0.00 ;          640.00 ;       0.00 ;       0.00 ;             ;
  19 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 013 ; ANGRA 2      ; SE     ;  1350.00;       0.00 ;         1350.00 ;       0.00 ;       0.00 ;             ;
  19 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 021 ; MARANHAO V   ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
  19 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  19 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  19 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  19 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 036 ; MARANHAO IV  ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
  19 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  19 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
  19 ; 047 ; TERMORIO     ; SE     ;    10.00;       0.00 ;           10.00 ;       0.00 ;       0.00 ;             ;
  19 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 090 ; TERMOMACAE   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 097 ; CUBATAO      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 107 ; PAMPA SUL    ; S      ;   250.00;       0.00 ;            0.00 ;     250.00 ;       0.00 ;             ;
  19 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 140 ; MAUA 3       ; N      ;   264.00;       0.00 ;          264.00 ;       0.00 ;       0.00 ;             ;
  19 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 146 ; STA VITORIA  ; SE     ;    18.00;       0.00 ;            0.00 ;      18.00 ;       0.00 ;             ;
  19 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 149 ; SAO SEPE     ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  19 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  19 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 201 ; APARECIDA    ; N      ;    95.00;       0.00 ;           95.00 ;       0.00 ;       0.00 ;             ;
  19 ; 203 ; PORAQUE      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  19 ; 204 ; JARAQUI      ; N      ;    50.00;       0.00 ;           50.00 ;       0.00 ;       0.00 ;             ;
  19 ; 205 ; PIRARUCU     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  19 ; 207 ; TUCUNARE     ; N      ;    66.00;       0.00 ;           66.00 ;       0.00 ;       0.00 ;             ;
  19 ; 209 ; TAMBAQUI     ; N      ;    56.00;       0.00 ;           56.00 ;       0.00 ;       0.00 ;             ;
  19 ; 211 ; BAIXADA FLU  ; SE     ;   320.00;       0.00 ;            0.00 ;     320.00 ;       0.00 ;             ;
  19 ; 212 ; MARANHAO III ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 229 ; ONCA PINTADA ; SE     ;    30.00;       0.00 ;           30.00 ;       0.00 ;       0.00 ;             ;
  19 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 236 ; MARLIM AZUL  ; SE     ;   505.00;       0.00 ;          505.00 ;       0.00 ;       0.00 ;             ;
  19 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 239 ; PARNAIBA V   ; N      ;   290.00;       0.00 ;            0.00 ;     290.00 ;       0.00 ;             ;
  19 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  19 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  19 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  19 ; 326 ; JAGUATIRICA  ; N      ;    80.10;       0.00 ;            0.00 ;      80.10 ;       0.00 ;             ;
  19 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  19 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
